,profit,scenario,ratio1,ratio2
0,418416697.86399615,149,0.7690500472418693,0.43657211405323304
1,417205265.6239256,150,0.7723895323222485,0.4278221719942894
2,428883528.12775755,151,0.7711077873942811,0.3983558388561616
3,424994225.07537687,152,0.7771300031679789,0.3640528438110112
4,431872208.08668584,153,0.7645674018536726,0.3499930079905072
5,444108995.40633655,154,0.7539818990142537,0.34347723430533417
6,443962437.17586356,155,0.7526143137737118,0.3425141015730932
7,431661867.860954,156,0.7397530497626347,0.32042447429615123
8,442990759.0774303,157,0.6643938981572836,0.32520360094612993
9,462480407.25218225,158,0.6447003256876798,0.3634326175869411
10,460331528.4233946,159,0.6425617499632172,0.3503487537545315
11,451646350.529743,160,0.6317298921987202,0.3572882018016177
12,435122427.73532385,161,0.5836812759673119,0.3509099639928329
13,430178658.3620727,162,0.5752692887690981,0.3590103202163231
14,426080160.7045,163,0.5720586729002691,0.37986722735649453
15,419780984.4794841,164,0.5601590540576494,0.39147444846828966
16,408107057.12640584,165,0.5668698256867617,0.4181055178380901
17,403137553.4518168,166,0.5671686427291811,0.42504046046028504
18,389764233.87945396,167,0.5700276386557397,0.4232762269654919
19,389359589.84041023,168,0.566594219100644,0.42014382737613926
20,361815423.5271999,169,0.6621693595919946,0.21418537565604512
21,336788337.63936347,177,0.7322104369325484,0.07136427492787469
22,362154427.69525015,178,0.7439186052688574,0.1267497537974454
23,407554187.0410703,187,0.7326819932255746,0.125938716897176
24,409233432.10818154,188,0.7361011326822783,0.12482441126943776
25,405737228.5517123,189,0.7411610927354222,0.11796450953924316
26,413246738.5661881,190,0.7446538854468806,0.10940132142019911
27,404886848.30242807,191,0.7203506299235232,0.10767511802749694
28,412150449.68133986,192,0.6934194136173653,0.12573220100718577
29,410065414.9695202,193,0.6859420656453522,0.13790066296315573
30,436731914.74710053,194,0.655370960499439,0.1684294734390747
31,485945918.69619614,195,0.6548866953029373,0.1791449302870184
32,500635436.8567043,196,0.6558818726674202,0.1934313518059406
33,520167922.5825621,197,0.6114820051038509,0.25212164509516133
34,526101247.78334635,198,0.6061024806650542,0.25759832772662317
35,545421085.7684083,199,0.6073813587855664,0.24420069541660966
36,543054887.0392396,200,0.630322534820367,0.2543989454356127
