,profit,scenario,ratio1,ratio2
0,199095129.6463244,14,0.9665239239607606,0.835639716429456
1,216855121.14506727,15,0.9541948543775894,0.7830252532805448
2,271584412.0289794,60,0.9910494188160462,0.8508425209474049
3,205220452.8839506,104,0.9833481725297197,0.377916585866243
4,190515884.51919585,105,0.9021319184318216,0.3001484171858104
5,187801565.35353774,106,0.9069431757365468,0.3086980445300694
6,198972898.46736774,107,0.8569782421488585,0.4227484413440673
7,199351328.89547718,108,0.8237398251072747,0.4392157743522703
8,179801097.099098,109,0.7438039453340481,0.38558917146084337
9,178280659.98144245,110,0.7470567200342394,0.3349039211963839
10,176047180.40680066,111,0.750429115652193,0.32684409734517833
11,166978676.5151794,112,0.7725576762165465,0.19949016169883965
12,167409514.48446944,113,0.8774849388176281,0.21692886773222567
13,172183641.71039662,114,0.8782390984867567,0.19077154317563982
14,166711819.7419027,115,0.9139511369218041,0.10328140689463101
15,168636190.34618744,116,0.8537661681158806,0.14593056877988
16,172618239.36671737,117,0.9532542536733504,0.25386115304133816
17,176089598.98750952,118,0.9781208019418552,0.2518583566437714
18,172485777.85830992,119,0.9602051816299974,0.2491298238365517
19,176909342.703039,120,0.9457878808883213,0.24270151203475007
20,171634296.79460284,121,0.9379114490253625,0.21473389855779332
21,162439179.4079404,122,0.9618801789695336,0.15438320344174242
22,167054797.84255168,123,0.9701769234978402,0.165502622177958
23,163255247.0791857,124,0.9937856617867431,0.17371927298809994
24,151333924.32802817,125,0.983174373644883,0.1250463274553756
25,123796815.61700884,139,0.997870543457546,0.03480259385976287
26,145693739.61209422,140,0.9357628355264457,0.13192997298181416
27,160845164.19730124,141,0.9031775580590452,0.18223175189595459
28,172292406.33338097,142,0.9024171722748292,0.17124123198006397
29,208443661.062542,143,0.8341027114876547,0.3707577302564263
30,256098860.06392726,144,0.8086732500045882,0.37566567791830263
31,287537816.9376925,145,0.8025565667954615,0.33714851919431715
32,322579714.21853787,146,0.7950372877205221,0.31180097612399604
33,360715272.3502886,147,0.7645714102805281,0.34015685314771804
34,375036303.03111064,148,0.7540880662846641,0.39982503514739864
35,391172241.8243162,149,0.7335942839441687,0.40838738245281514
36,389960809.5842457,150,0.736708497034555,0.3996374403938714
37,401639072.0880776,151,0.7351735331952329,0.37124715564694494
38,397749769.0356969,152,0.7403848477074829,0.3370136786871894
39,404627752.0470059,153,0.72788492193184,0.3235331559895359
40,416864539.3666566,154,0.717569269189931,0.31783335148828906
41,416717981.13618356,155,0.716201683949389,0.31687021875604804
42,404417411.821274,156,0.7028780059504647,0.2942289077217644
43,415746303.0377503,157,0.6290499837524236,0.29965959190705893
44,435235951.21250224,158,0.610756339531134,0.3386697773988052
45,433087072.3837146,159,0.6083641350184532,0.3255810582575606
46,424401894.4900631,160,0.5976852743453972,0.3319643927802258
47,407877971.6956438,161,0.5500019701411972,0.32464683203537287
48,402934202.32239276,162,0.5417846405533697,0.33235725355876544
49,398835704.66482,163,0.5389136255792236,0.352749153461585
50,392536528.43980414,164,0.5272824638367589,0.3638209602466504
51,380862601.08672583,165,0.5340903204265056,0.3893633044314689
52,375893097.4121368,166,0.534394173238885,0.3958592363740725
53,362519777.83977395,167,0.5369174555100334,0.39306893000550547
54,362115133.8007303,168,0.5334840359549378,0.38993653041615284
55,334570967.48752,169,0.623266240240623,0.18389607445480569
56,310402670.29648215,170,0.7225874898980851,0.02920164523494276
57,303220150.7749301,171,0.7576234126615776,-0.015599717704764727
58,303131408.6555241,172,0.753662159763181,-0.014537751745395702
59,295301138.3878633,173,0.7648307421015209,-0.03742620175446862
60,289122634.71111053,174,0.7610216455868754,-0.06111738015922158
61,289135078.36565673,175,0.73867644259064,-0.03485045962120272
62,301240802.10862607,176,0.7222905368166388,-0.00478904748569688
63,309543881.59968346,177,0.6882825681886509,0.0404489336097194
64,334909971.65557015,178,0.701449760960808,0.09747618593427786
65,362347104.7947236,179,0.7080130934422713,0.09631319607887812
66,377121620.4709224,180,0.7408294817748137,0.05702690515542119
67,390777870.431296,181,0.7506390566813042,0.04243393657108762
68,392809580.8678455,182,0.7902857312878041,0.05309887235575027
69,387267862.2722781,183,0.8131436577409138,0.06191550903866884
70,385028292.2152138,184,0.7999646423124985,0.076263910012206
71,394476741.05241346,185,0.7630237524514728,0.11806207769171712
72,389833920.79089683,186,0.7565265638178073,0.13362455930643172
73,380309731.00139034,187,0.6908519693650946,0.10006864980474772
74,381988976.06850153,188,0.6941911177001884,0.09907591943519475
75,378492772.5120323,189,0.6989226040396092,0.09205366183177768
76,386002282.52650815,190,0.7021615235882219,0.0840646091184523
77,377642392.2627481,191,0.6781947975905972,0.08181087403165777
78,384905993.64165986,192,0.6523630470556481,0.10016442783520393
79,382820958.9298402,193,0.645346693513534,0.11207702069627189
80,409487458.7074205,194,0.6164584597966217,0.14395986903485905
81,458701462.6565162,195,0.6168492141257225,0.15714961154219823
82,473390980.81702435,196,0.6184061935349308,0.17198784939089745
83,492923466.5428821,197,0.5765668500126445,0.23105475793558408
84,498856791.74366635,198,0.571493213250914,0.2367346436694014
85,518176629.72872835,199,0.5726719435465312,0.22419735425369214
86,515810430.9995597,200,0.5954680875958571,0.23423025048138849
87,510977282.8674046,201,0.6012645025480585,0.2294246850503992
88,494367801.5807761,202,0.6037001474879339,0.23436118735872702
89,470174840.8652955,203,0.61609568482054,0.22483857285772674
90,461384599.7397278,204,0.6137443773849406,0.2201252033292833
91,455240024.13588595,205,0.5867954519741913,0.25621147100011427
92,448337028.6372963,206,0.590477974936649,0.2537853799297626
