,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.011363636363636364,0.005681818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.6931818181818182,0.6553030303030303,0.625,0.5946969696969697,0.5587121212121212,0.5,0.4375,0.35984848484848486,0.2916666666666667,0.2159090909090909,0.14962121212121213
4,0.9242424242424242,0.9090909090909091,0.8996212121212122,0.8825757575757576,0.8636363636363636,0.8484848484848485,0.8333333333333334,0.7992424242424242,0.75,0.7007575757575758,0.6420454545454546
5,0.9981060606060606,0.9981060606060606,0.9943181818181818,0.9924242424242424,0.9886363636363636,0.9772727272727273,0.9640151515151515,0.9450757575757576,0.9223484848484849,0.8996212121212122,0.875
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981060606060606,0.9981060606060606,0.9943181818181818,0.9886363636363636
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
