,0,1,2,3,4,5,6,7,8,9,10
0,0.013257575757575758,0.013257575757575758,0.013257575757575758,0.013257575757575758,0.013257575757575758,0.013257575757575758,0.013257575757575758,0.013257575757575758,0.013257575757575758,0.013257575757575758,0.013257575757575758
1,0.0,0.0,0.0,0.001893939393939394,0.0,0.001893939393939394,0.0,0.003787878787878788,0.0,0.001893939393939394,0.005681818181818182
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001893939393939394
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.011363636363636364,0.007575757575757576,0.005681818181818182,0.001893939393939394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.07007575757575757,0.0625,0.05113636363636364,0.03409090909090909,0.02462121212121212,0.011363636363636364,0.007575757575757576,0.005681818181818182,0.001893939393939394,0.0,0.0
7,0.2518939393939394,0.14393939393939395,0.09848484848484848,0.07007575757575757,0.06628787878787878,0.0625,0.05113636363636364,0.032196969696969696,0.02462121212121212,0.00946969696969697,0.007575757575757576
8,0.42234848484848486,0.3560606060606061,0.2840909090909091,0.17424242424242425,0.10606060606060606,0.07575757575757576,0.06628787878787878,0.0625,0.0625,0.05113636363636364,0.032196969696969696
9,0.5378787878787878,0.48674242424242425,0.4034090909090909,0.3409090909090909,0.26704545454545453,0.13636363636363635,0.10037878787878787,0.07765151515151515,0.06818181818181818,0.06439393939393939,0.0625
10,0.6856060606060606,0.5890151515151515,0.5037878787878788,0.4337121212121212,0.36363636363636365,0.3125,0.1875,0.10227272727272728,0.07954545454545454,0.07765151515151515,0.06628787878787878
