,profit,scenario,ratio1,ratio2
0,200450874.00682023,109,0.9597701244161282,0.7008057625043946
1,199202216.15775537,110,0.9694008158339831,0.6511700391223967
2,196979466.49926484,111,0.9739950390075216,0.646208448990866
3,274322918.0526176,144,0.996455022916596,0.572555364025885
4,305815740.0656889,145,0.9898589576671524,0.5111678959487516
5,340836989.0431337,146,0.9802270272837632,0.4657504494637397
6,378785558.19129354,147,0.939573626556351,0.4781284755176565
7,392382531.30763346,148,0.9152879936596361,0.5300139102875046
8,408652675.2324899,149,0.8924237887844744,0.5346451907127664
9,407496981.92600006,150,0.8970568111818804,0.5262978402500553
10,419417245.35786074,151,0.8988883236572565,0.4947530552466603
11,415926113.82190114,152,0.9115434722007485,0.4629618819820449
12,423197980.7762215,153,0.9024543092862696,0.4494537634059734
13,435609952.85776097,154,0.8924891678237477,0.44102207486741507
14,435511686.76552576,155,0.8915722131296793,0.44037630226497804
15,423992846.43834096,156,0.8878628315221934,0.4256397973792374
16,436945839.5469945,157,0.8210641005420319,0.4384334209379645
17,456184636.5804377,158,0.7929829352762997,0.4716078491872714
18,454297288.69402444,159,0.7942443054137261,0.4602051677666964
19,445912635.43501,160,0.7853557609252969,0.4715615408985207
20,430964307.10545176,161,0.7492574522071207,0.4800263118192756
21,426214013.3682732,162,0.7415486922374495,0.4913651831334486
22,422013731.772385,163,0.7357871228305579,0.513823898496601
23,415998738.2723636,164,0.7249556804923204,0.5300898443307631
24,403996690.0250301,165,0.7284234934037043,0.5597614079217234
25,399012046.685417,166,0.728570333557378,0.5687467959463781
26,385753310.613352,167,0.7340548356807282,0.5729225828386568
27,385482000.10192764,168,0.7317527560118198,0.5708223345894023
28,358055358.46977144,169,0.8573955981128367,0.3661851751460138
29,333811874.30361545,170,0.9921737868636423,0.21333228327023318
30,333481533.1714075,177,0.9577546767163917,0.2300967004847147
31,357756830.35645133,178,0.950100116686644,0.2688696669940251
32,384965892.8880854,179,0.9538446093051169,0.2533264861746057
33,399640682.57662034,180,0.9957369040141136,0.20503655142404845
34,415494957.69285333,185,0.9921253491299133,0.2534321692778506
35,410755803.06733435,186,0.9816958185096144,0.27076998889120296
36,403158019.567097,187,0.935777430123124,0.25154449221851355
37,404775351.0605556,188,0.9389199864020435,0.24943137218476139
38,401300739.7137802,189,0.9458032793701182,0.2435005477862732
39,408839357.45845115,190,0.9508430328103962,0.23234471354956215
40,401040864.6467324,191,0.9309716602924608,0.2368993183017358
41,408559512.03147906,192,0.9012306750004738,0.2551462636383658
42,406464703.0342931,193,0.8913182693708801,0.2685451511554889
43,433201768.3842738,194,0.8529370211846596,0.29266624212139686
44,481933971.5839739,195,0.8433136498197927,0.288103536284216
45,496257479.2613507,196,0.8380107385435235,0.29764509430960734
46,515774747.1473698,197,0.7810307616470062,0.3544229097697923
47,521708904.5737702,198,0.774173221137351,0.35891728332649325
48,541046338.1861457,199,0.776094951403177,0.3414318221500874
49,537927450.8318344,200,0.7930180507829727,0.34854349493122033
50,533060612.6574208,201,0.8001286213149951,0.3444235960406008
51,516441874.67114985,202,0.8032022043592543,0.35333574102234405
52,492277633.4596883,203,0.8202252854404507,0.34956436701901356
53,483689140.9160728,204,0.8208519190153807,0.3481262018810775
54,477757645.8303007,205,0.788675861034102,0.38890946329280585
55,470852165.59533185,206,0.7935794984533858,0.388359431786321
56,461022673.9331309,207,0.8013273192800472,0.38893546669753976
57,461473139.97958964,208,0.8054247651999443,0.39168500105712817
58,448838243.73521173,209,0.8406765239085188,0.4149574801778567
59,444803638.74450177,210,0.8452214517236798,0.4124175527354421
60,431979707.2710315,211,0.859591432056249,0.4053481586695898
61,416738740.40953743,212,0.877697239672549,0.3951918425278315
62,401108676.3501713,213,0.8963351637092214,0.38033713398360053
63,392545144.2061639,214,0.9060755468784214,0.3709674465827973
64,382127838.88647133,215,0.9351393308322582,0.3460551329367509
65,365185951.7988675,216,0.9834191777733342,0.3032262502171904
66,354182599.0449038,217,0.9908566804892991,0.2916050283858057
67,232497307.02713767,253,0.9982480661035171,0.5524761246219263
68,249557420.85351124,254,0.9673176355169563,0.5726468295256137
69,259979176.56520063,255,0.9657004122536489,0.5512393998248082
70,278822431.50726104,256,0.9662727009804221,0.5463421986594078
71,286164096.253784,257,0.9609224458462823,0.5733064931038674
72,282269416.90860116,258,0.9545146778302906,0.5983981259758524
73,267812098.79868832,259,0.9545176764344722,0.6401847773443249
74,267731647.83617806,260,0.9537146629078469,0.6392752372909467
75,263646221.12311825,261,0.9217112523893699,0.7253410018017493
76,243734516.2234854,262,0.907077433278322,0.8598426357749593
77,212952134.6962238,263,0.9036395675012467,1.0328652983330402
78,197940620.95420924,264,0.9122988299618444,1.1123888201648844
79,187073839.13039607,265,0.9280318081063279,1.2271295132680464
80,184160521.13556668,266,0.941147307445674,1.2707732620550947
81,250531580.5556517,320,0.9987874719800951,0.6970511621856993
82,245144215.27143446,321,0.9805403718419015,0.8052226437385315
83,254415671.4063352,322,0.9849552805827987,0.782355124171019
84,262355139.04851955,323,0.9936514739485668,0.7319824760898006
85,255501017.75739208,327,0.9930174968659893,0.8274716563562612
86,255572563.6016033,328,0.9937163471982325,0.828369431866827
87,242248091.2699137,360,0.9940504309615895,1.0044924065550258
88,254282088.71222833,361,0.9653372956257245,0.9475696659081279
89,263465158.0911307,362,0.9743343315201012,0.8835405544124512
90,280201998.1381833,363,0.9760636584358449,0.8117089480224371
91,295154458.3725761,364,0.9630033895624873,0.7869800228274647
92,292710209.13763165,365,0.9639895359277902,0.844957632687006
