,profit,scenario,ratio1,ratio2
0,641442849.9667649,0,2.4368502692427354,4.364393170775237
1,640485117.9330963,1,2.4395405479555836,4.309393245397427
2,636389912.8453809,2,2.447150577991207,4.531856986849287
3,635828002.0611603,3,2.4346824721185683,4.655093680190508
4,637129962.9633112,4,2.420098123886903,4.688175995340008
5,636616609.779178,5,2.3450539519941556,4.953886449946228
6,640090062.6621981,6,2.2786386030482997,4.890053168455616
7,643099050.729154,7,2.2293321325626128,4.858088893469574
8,641540995.0381202,8,2.241746069809559,5.031322971261994
9,640147030.9517596,9,2.2521547758450127,5.177972807093129
10,624411744.2701058,10,2.2950568305674532,6.881910237556329
11,619271611.6115696,11,2.3546055771680487,7.496462482362739
12,619754978.8895044,12,2.355991902664435,7.502942281960178
13,601402192.6986247,13,2.298840105266653,7.516691590173353
14,610727092.559811,14,2.171385445492899,6.87739450202017
15,618242797.5026635,15,2.144396040724205,5.97266883873971
16,611065077.5149914,16,2.370963274914958,5.7808766304927195
17,600410096.3862691,17,2.4779944128451254,5.928597655765977
18,599021313.1627643,18,2.4258934539461947,5.965027852158578
19,594584277.3350923,19,2.4472654993112037,6.418967581092211
20,590027065.4491339,20,2.555603114718402,6.548215885025755
21,592087109.7091511,21,2.5421247917668315,6.16770904688249
22,587034236.4761802,22,2.483332843564898,6.342327210311808
23,585563088.0759236,23,2.42788514836346,6.836017167859132
24,589631215.2746909,24,2.4092585927288717,6.261812924357083
25,593460060.639873,25,2.3782699518662653,5.963692571182677
26,605959405.6832932,26,2.4372442773993206,6.001278129190977
27,603159247.3064857,27,2.476032532114633,6.1568162170952405
28,597472814.1060003,28,2.5610211338102533,6.6262046372088745
29,596369445.2486144,29,2.595576082984304,6.6379596643659315
30,605612577.9509398,30,2.6132025492055524,6.585785570990784
31,607212910.9016052,31,2.6496022229507488,7.6732500490859925
32,607029270.4668823,32,2.6569511252131743,7.471079425306501
33,609756546.729141,33,2.6354891229739237,7.142274932601653
34,614674375.0251182,34,2.5680958111369296,6.902422125082862
35,627354062.101054,35,2.585331805940295,6.821636678156345
36,628844440.2089361,36,2.564447923984989,6.635953790830091
37,631652905.6269019,37,2.5539399613467104,6.248804729815871
