,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.3371212121212121,0.26136363636363635,0.1893939393939394,0.11931818181818182,0.07765151515151515,0.03977272727272727,0.015151515151515152,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.0
4,0.7708333333333334,0.7348484848484849,0.6704545454545454,0.6231060606060606,0.5814393939393939,0.5378787878787878,0.4753787878787879,0.4109848484848485,0.3371212121212121,0.2765151515151515,0.17234848484848486
5,0.9337121212121212,0.9166666666666666,0.8825757575757576,0.8693181818181818,0.8522727272727273,0.8257575757575758,0.7670454545454546,0.7064393939393939,0.6363636363636364,0.5700757575757576,0.5189393939393939
6,0.9981060606060606,0.9962121212121212,0.9943181818181818,0.9867424242424242,0.9545454545454546,0.9431818181818182,0.9071969696969697,0.8806818181818182,0.8598484848484849,0.821969696969697,0.7481060606060606
7,1.0,1.0,1.0,1.0,0.9981060606060606,0.9981060606060606,0.9962121212121212,0.9791666666666666,0.9545454545454546,0.9223484848484849,0.8882575757575758
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981060606060606,0.9962121212121212,0.9810606060606061
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
