,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.2897727272727273,0.22916666666666666,0.17424242424242425,0.13636363636363635,0.0946969696969697,0.06439393939393939,0.032196969696969696,0.011363636363636364,0.00946969696969697,0.0,0.0
3,0.865530303030303,0.8560606060606061,0.8503787878787878,0.8371212121212122,0.8125,0.7651515151515151,0.7215909090909091,0.7045454545454546,0.6818181818181818,0.6363636363636364,0.6117424242424242
4,0.9924242424242424,0.9924242424242424,0.9886363636363636,0.9829545454545454,0.9715909090909091,0.9640151515151515,0.9545454545454546,0.9412878787878788,0.9109848484848485,0.9015151515151515,0.8920454545454546
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981060606060606,0.9981060606060606,0.9962121212121212,0.9924242424242424
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
