,profit,scenario,ratio1,ratio2
0,1001165153.242168,0,3.2446869009957306,6.503512002826532
1,999528388.2115922,1,3.2476094143663286,6.4224368479061695
2,995242518.9067746,2,3.2575539842653827,6.755187984470948
3,994947184.9446135,3,3.241215864021093,6.936891497672958
4,996722275.5706847,4,3.22225618054186,6.983689496116149
5,996146803.4066865,5,3.122280151200683,7.367768240437457
6,999572289.557569,6,3.0338091273217853,7.262035113846948
7,1002744481.5058222,7,2.9683065958224626,7.206094053044499
8,1001629825.6069863,8,2.985230325748882,7.464885448207731
9,1000534687.1256988,9,2.999357968154302,7.684091669066594
10,984929236.3152452,10,3.056611772404536,10.222689506269013
11,980126211.1429185,11,3.1362342493727313,11.149859299127908
12,980847125.6650215,12,3.1383018741961926,11.159523547916264
13,953963840.9479648,13,3.05426296910246,11.1771041562545
14,963390072.5744025,14,2.8850160188864566,10.194983280889877
15,970850189.8060312,15,2.8491073875281967,8.8477683217105
16,964074901.686072,16,3.1505239242187395,8.609383228321066
17,951195254.0310875,17,3.290467133684343,8.851741529606166
18,948584078.6416728,18,3.220046753048938,8.89799655409054
19,944012047.1533496,19,3.248276995394371,9.57957815714039
20,939470988.5943067,20,3.3920917466618135,9.793587713031853
21,941112777.0681189,21,3.373756165234744,9.22262192092384
22,933661304.0378678,22,3.2932166596339356,9.475762778754808
23,932072772.4255898,23,3.219564852965387,10.201799361634537
24,936002801.7278614,24,3.1947231443866926,9.341350522909414
25,940014626.8059005,25,3.1538165940144167,8.890430894527457
26,958651420.7908115,26,3.23827907941912,8.950571171913866
27,955769578.8919811,27,3.289732341515666,9.189932240287394
28,950285628.7883414,28,3.402864305325313,9.906775377010817
29,949224252.1641083,29,3.448822795519366,9.930739726834181
30,962399698.6449468,30,3.476429992224431,9.850771657572551
31,967741635.9259357,31,3.528815620087346,11.479324838635934
32,967147686.3464357,32,3.538171025106654,11.17890616100567
33,969986865.1027243,33,3.5097077826534964,10.682707439881604
34,975449285.5363147,34,3.4205132277112273,10.310578338249629
35,993432437.6460956,35,3.4488220011922492,10.18654509500101
36,994740965.0470755,36,3.4207832480891396,9.905682764305157
37,997411040.9333742,37,3.4066300756802703,9.326106471977957
38,1006319189.0837122,38,3.3224942131890978,8.466801782178827
39,1012441119.4618924,39,3.3479765222760833,7.624906676256491
40,1014792915.1566098,40,3.339585291478626,7.060038027324127
41,1021488927.9237072,41,3.3469397485698646,6.3830626985517
42,1024342504.1067054,42,3.3609502139857392,6.099318031098963
43,1014222329.7240199,43,3.367775289744236,6.24842237494786
44,993818682.6014352,44,3.2986422586758235,6.356757018721555
45,993602418.4073186,45,3.297983985294529,6.355074162359054
46,998842306.8741615,46,3.157561686392238,6.272981388953477
47,998725597.0116098,47,3.094840464160414,6.3609973437697755
48,995749750.2667683,48,3.0155703168593058,6.670161552521711
49,995969107.6660886,49,2.998826913153593,6.860088477218285
50,993593598.5125855,50,3.024852430120095,6.935651501259813
51,994446295.9033964,51,3.0399412575529157,6.766916139232756
52,1009067663.992901,52,3.079273672297362,6.887546073206497
53,1011378244.8073075,53,3.089812246723607,7.179557931020775
54,1008201442.7238088,54,3.0793180616741416,7.625622427557758
55,1008572822.4275635,55,3.0937447609969624,7.623865182468457
56,1010309433.4836903,56,3.0895983591414358,7.5033608348934235
