,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.5890151515151515,0.5492424242424242,0.5303030303030303,0.48484848484848486,0.44886363636363635,0.4071969696969697,0.3560606060606061,0.30492424242424243,0.26136363636363635,0.20265151515151514,0.1553030303030303
3,0.9412878787878788,0.9299242424242424,0.9242424242424242,0.9166666666666666,0.9015151515151515,0.8882575757575758,0.884469696969697,0.8712121212121212,0.8579545454545454,0.8522727272727273,0.8428030303030303
4,1.0,1.0,1.0,1.0,0.9981060606060606,0.9981060606060606,0.9962121212121212,0.9924242424242424,0.9924242424242424,0.990530303030303,0.9848484848484849
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
